Time (s),Voltage (V),Current (pA/pF)
0.0,-0.048044556343938366,-0.0
9.999999999976694e-05,-0.04902723735408561,-0.0
0.0002000000000030866,-0.04853284504463265,-0.0
0.00030000000000285354,-0.04864881361104754,-0.0
0.0004000000000026205,-0.04916151674677654,-0.0
0.0005000000000023874,-0.0480628671702144,-0.0
0.0006000000000021544,-0.04841077286945908,-0.0
0.0007000000000019213,-0.04855725947966736,-0.0
0.0008000000000016882,-0.04876478217746243,-0.0
0.0009000000000014552,-0.04830701152056154,-0.0
0.0010000000000012221,-0.04750133516441597,-0.0
0.001100000000000989,-0.04977187762264439,-0.0
0.001200000000000756,-0.048819714656290536,-0.0
0.001300000000000523,-0.04738536659800108,-0.0
0.00140000000000029,-0.04877698939497979,-0.0
0.0015000000000000568,-0.04854505226215,-0.0
0.0015999999999998238,-0.04877698939497979,-0.0
0.0017000000000031434,-0.04809948882276647,-0.0
0.0018000000000029104,-0.04856946669718472,-0.0
0.0019000000000026773,-0.04935072861829557,-0.0
0.0020000000000024443,-0.04833142595559625,-0.0
0.002100000000002211,-0.04772716868848708,-0.0
0.002200000000001978,-0.04876478217746243,-0.0
0.002300000000001745,-0.04830090791180286,-0.0
0.002400000000001512,-0.04834363317311361,-0.0
0.002500000000001279,-0.04809338521400779,-0.0
0.002600000000001046,-0.048239871824216074,-0.0
0.002700000000000813,-0.04843518730449379,-0.0
0.00280000000000058,-0.048807507438773184,-0.0
0.0029000000000003467,-0.04759288929579615,-0.0
0.0030000000000001137,-0.04820935378042268,-0.0
0.0030999999999998806,-0.04836804760814833,-0.0
0.0032000000000032003,-0.048575570305943394,-0.0
0.0033000000000029672,-0.04801403830014497,-0.0
0.003400000000002734,-0.04925917448691539,-0.0
0.003500000000002501,-0.04827038986800947,-0.0
0.003600000000002268,-0.0487464713511864,-0.0
0.003700000000002035,-0.04764171816586558,-0.0
0.003800000000001802,-0.048484016174563216,-0.0
0.003900000000001569,-0.048929579613946755,-0.0
0.004000000000001336,-0.04816662851911194,-0.0
0.004100000000001103,-0.046683451590753024,-0.0
0.00420000000000087,-0.048374151216907,-0.0
0.004300000000000637,-0.04824597543297476,-0.0
0.004400000000000404,-0.04802014190890365,-0.0
0.0045000000000001705,-0.047263294422827506,-0.0
0.0045999999999999375,-0.04852674143587397,-0.0
0.004699999999999704,-0.04842908369573511,-0.0
0.004800000000003024,-0.04841077286945908,-0.0
0.004900000000002791,-0.04784313725490197,-0.0
0.005000000000002558,-0.04809338521400779,-0.0
0.005100000000002325,-0.047409781033035794,-0.0
0.005200000000002092,-0.048911268787670714,-0.0
0.005300000000001859,-0.04744029907682919,-0.0
0.005400000000001626,-0.04767833981841765,-0.0
0.005500000000001393,-0.0487464713511864,-0.0
0.00560000000000116,-0.04841077286945908,-0.0
0.0057000000000009265,-0.04787365529869536,-0.0
0.0058000000000006935,-0.047989623865110256,-0.0
0.00590000000000046,-0.04886854352635997,-0.0
0.006000000000000227,-0.049130998702983146,-0.0
0.006099999999999994,-0.046897077897306794,-0.0
