,Time (s),Voltage (V),Current (pA/pF)
109200,-0.1333000000000002,-0.0586678873884184,0.0
109201,-0.13320000000000043,-0.05872587167162584,0.0
109202,-0.13309999999999889,-0.05881589990081635,0.0
109203,-0.13299999999999912,-0.05891660944533455,0.0
109204,-0.13289999999999935,-0.05887083237964446,0.0
109205,-0.13279999999999959,-0.058759441519798575,0.0
109206,-0.13269999999999982,-0.058793011367971305,0.0
109207,-0.13260000000000005,-0.05862821393148698,0.0
109208,-0.13250000000000028,-0.05864499885557335,0.0
109209,-0.13239999999999874,-0.05881742580300603,0.0
109210,-0.13229999999999897,-0.0587685969329366,0.0
109211,-0.1321999999999992,-0.05870298313878081,0.0
109212,-0.13209999999999944,-0.05866178377965972,0.0
109213,-0.13199999999999967,-0.05864652475776303,0.0
109214,-0.1318999999999999,-0.058777752346074616,0.0
109215,-0.13180000000000014,-0.05875028610666056,0.0
109216,-0.13170000000000037,-0.0590905622949569,0.0
109217,-0.13159999999999883,-0.05901731898985275,0.0
109218,-0.13149999999999906,-0.05875638971541924,0.0
109219,-0.1313999999999993,-0.05894712748912794,0.0
109220,-0.13129999999999953,-0.05875181200885023,0.0
109221,-0.13119999999999976,-0.05876554512855725,0.0
109222,-0.1311,-0.05876096742198825,0.0
109223,-0.13100000000000023,-0.058675516899366745,0.0
109224,-0.13090000000000046,-0.058634317540245666,0.0
109225,-0.13079999999999892,-0.058596169985503925,0.0
109226,-0.13069999999999915,-0.05871061264972915,0.0
109227,-0.13059999999999938,-0.0586678873884184,0.0
109228,-0.13049999999999962,-0.05848935683222705,0.0
109229,-0.13039999999999985,-0.058466468299382006,0.0
109230,-0.13030000000000008,-0.05845578698405432,0.0
109231,-0.13020000000000032,-0.05828946364538033,0.0
109232,-0.13009999999999877,-0.058432898451209275,0.0
109233,-0.129999999999999,-0.05845426108186465,0.0
109234,-0.12989999999999924,-0.058265049210345615,0.0
109235,-0.12979999999999947,-0.05827725642786297,0.0
109236,-0.1296999999999997,-0.05827420462348363,0.0
109237,-0.12959999999999994,-0.05824979018844892,0.0
109238,-0.12950000000000017,-0.058260471503776605,0.0
109239,-0.1294000000000004,-0.05840085450522621,0.0
109240,-0.12929999999999886,-0.058356603341725787,0.0
109241,-0.1291999999999991,-0.05813687342641336,0.0
109242,-0.12909999999999933,-0.05811245899137865,0.0
109243,-0.12899999999999956,-0.05815213244831006,0.0
109244,-0.1288999999999998,-0.05800869764248111,0.0
109245,-0.12880000000000003,-0.05808499275196459,0.0
109246,-0.12870000000000026,-0.05814908064393071,0.0
109247,-0.12859999999999872,-0.058092622262912945,0.0
109248,-0.12849999999999895,-0.05814755474174105,0.0
109249,-0.12839999999999918,-0.05820859082932783,0.0
109250,-0.12829999999999941,-0.058478675516899364,0.0
109251,-0.12819999999999965,-0.05845731288624398,0.0
109252,-0.12809999999999988,-0.058471046005951016,0.0
109253,-0.1280000000000001,-0.05849851224536507,0.0
109254,-0.12790000000000035,-0.05823300526436255,0.0
109255,-0.1277999999999988,-0.05825284199282826,0.0
109256,-0.12769999999999904,-0.058295567254139,0.0
109257,-0.12759999999999927,-0.05803616388189516,0.0
109258,-0.1274999999999995,-0.05794766155489433,0.0
109259,-0.12739999999999974,-0.058042267490653845,0.0
109260,-0.12729999999999997,-0.05800564583810177,0.0
109261,-0.1272000000000002,-0.05818417639429312,0.0
109262,-0.12710000000000043,-0.05835202563515678,0.0
109263,-0.1269999999999989,-0.058188754100862126,0.0
109264,-0.12689999999999912,-0.05799954222934309,0.0
109265,-0.12679999999999936,-0.05802548256656748,0.0
109266,-0.1266999999999996,-0.057994964522774084,0.0
109267,-0.12659999999999982,-0.05800564583810178,0.0
109268,-0.12650000000000006,-0.05805600061036087,0.0
109269,-0.1264000000000003,-0.05802853437094682,0.0
109270,-0.12629999999999875,-0.05775539787899595,0.0
109271,-0.12619999999999898,-0.05778896772716869,0.0
109272,-0.1260999999999992,-0.057970550087739374,0.0
109273,-0.12599999999999945,-0.05809567406729229,0.0
109274,-0.12589999999999968,-0.05832150759136339,0.0
109275,-0.1257999999999999,-0.058226901655603874,0.0
109276,-0.12570000000000014,-0.058135347524223696,0.0
109277,-0.12560000000000038,-0.05795529106584268,0.0
109278,-0.12549999999999883,-0.05770962081330586,0.0
109279,-0.12539999999999907,-0.05795223926146334,0.0
109280,-0.1252999999999993,-0.05814145113298237,0.0
109281,-0.12519999999999953,-0.05798123140306706,0.0
109282,-0.12509999999999977,-0.058155184252689396,0.0
109283,-0.125,-0.057962920576791026,0.0
109284,-0.12490000000000023,-0.057639429312581064,0.0
109285,-0.12480000000000047,-0.057718776226443884,0.0
109286,-0.12469999999999892,-0.05763179980163271,0.0
109287,-0.12459999999999916,-0.05757381551842526,0.0
109288,-0.12449999999999939,-0.05742427710383764,0.0
109289,-0.12439999999999962,-0.05753566796368353,0.0
109290,-0.12429999999999986,-0.057538719768062865,0.0
109291,-0.12420000000000009,-0.05744563973449302,0.0
109292,-0.12410000000000032,-0.05749752040894178,0.0
109293,-0.12399999999999878,-0.05747615777828641,0.0
109294,-0.12389999999999901,-0.057505149919890135,0.0
109295,-0.12379999999999924,-0.0575066758220798,0.0
109296,-0.12369999999999948,-0.05777065690089265,0.0
109297,-0.12359999999999971,-0.05770504310673686,0.0
109298,-0.12349999999999994,-0.057492942702372776,0.0
109299,-0.12340000000000018,-0.057622644388494695,0.0
109300,-0.12330000000000041,-0.057465476462958714,0.0
109301,-0.12319999999999887,-0.05734035248340581,0.0
109302,-0.1230999999999991,-0.05751125352864882,0.0
109303,-0.12299999999999933,-0.05748378728923476,0.0
109304,-0.12289999999999957,-0.05762569619287403,0.0
109305,-0.1227999999999998,-0.057550926985580224,0.0
109306,-0.12270000000000003,-0.05758144502937362,0.0
109307,-0.12260000000000026,-0.05747768368047608,0.0
109308,-0.12249999999999872,-0.057119096665903715,0.0
109309,-0.12239999999999895,-0.0573861295490959,0.0
109310,-0.12229999999999919,-0.05742580300602731,0.0
109311,-0.12219999999999942,-0.05725795376516365,0.0
109312,-0.12209999999999965,-0.05738155184252689,0.0
109313,-0.12199999999999989,-0.05717860685130083,0.0
109314,-0.12190000000000012,-0.05699549858854047,0.0
109315,-0.12180000000000035,-0.05712367437247272,0.0
109316,-0.12169999999999881,-0.05735408560311284,0.0
109317,-0.12159999999999904,-0.05753109025711452,0.0
109318,-0.12149999999999928,-0.05746089875638972,0.0
109319,-0.12139999999999951,-0.0575020981155108,0.0
109320,-0.12129999999999974,-0.05754024567025254,0.0
109321,-0.12119999999999997,-0.05765621423666742,0.0
109322,-0.12110000000000021,-0.057886625467307544,0.0
109323,-0.12100000000000044,-0.058023956664377804,0.0
109324,-0.1208999999999989,-0.0578179598687724,0.0
109325,-0.12079999999999913,-0.05765316243228809,0.0
109326,-0.12069999999999936,-0.05772640573739223,0.0
109327,-0.1205999999999996,-0.05755092698558022,0.0
109328,-0.12049999999999983,-0.05745174334325169,0.0
109329,-0.12040000000000006,-0.05767147325856412,0.0
109330,-0.1203000000000003,-0.05752040894178683,0.0
109331,-0.12019999999999875,-0.05752651255054551,0.0
109332,-0.12009999999999899,-0.057752346074616615,0.0
109333,-0.11999999999999922,-0.05772182803082322,0.0
109334,-0.11989999999999945,-0.05755092698558022,0.0
109335,-0.11979999999999968,-0.057462424658579384,0.0
109336,-0.11969999999999992,-0.057503624017700455,0.0
109337,-0.11960000000000015,-0.057436484321355,0.0
109338,-0.11950000000000038,-0.05733119707026779,0.0
109339,-0.11939999999999884,-0.05746547646295872,0.0
109340,-0.11929999999999907,-0.05727779049362936,0.0
109341,-0.1191999999999993,-0.05712977798123141,0.0
109342,-0.11909999999999954,-0.057497520408941794,0.0
109343,-0.11899999999999977,-0.0575417715724422,0.0
109344,-0.1189,-0.057529564354924845,0.0
109345,-0.11880000000000024,-0.05760128175783932,0.0
109346,-0.11870000000000047,-0.05741512169069962,0.0
109347,-0.11859999999999893,-0.05734798199435417,0.0
109348,-0.11849999999999916,-0.0572854200045777,0.0
109349,-0.1183999999999994,-0.05734798199435416,0.0
109350,-0.11829999999999963,-0.057248798352025634,0.0
109351,-0.11819999999999986,-0.05710383764400702,0.0
109352,-0.1181000000000001,-0.05722743572137026,0.0
109353,-0.11800000000000033,-0.057157244220645456,0.0
109354,-0.11789999999999878,-0.057053482871747926,0.0
109355,-0.11779999999999902,-0.05699549858854048,0.0
109356,-0.11769999999999925,-0.0569542992294194,0.0
109357,-0.11759999999999948,-0.05665064469367514,0.0
109358,-0.11749999999999972,-0.05688563363088426,0.0
109359,-0.11739999999999995,-0.05692530708781567,0.0
109360,-0.11730000000000018,-0.056960402838178076,0.0
109361,-0.11720000000000041,-0.05721828030823224,0.0
109362,-0.11709999999999887,-0.05726405737392233,0.0
109363,-0.1169999999999991,-0.05725337605859464,0.0
109364,-0.11689999999999934,-0.05721675440604257,0.0
109365,-0.11679999999999957,-0.05719844357976653,0.0
109366,-0.1166999999999998,-0.05733882658121614,0.0
109367,-0.11660000000000004,-0.0575020981155108,0.0
109368,-0.11650000000000027,-0.05722285801480125,0.0
109369,-0.11639999999999873,-0.05729762722209506,0.0
109370,-0.11629999999999896,-0.057207598992904556,0.0
109371,-0.11619999999999919,-0.05699855039291982,0.0
109372,-0.11609999999999943,-0.057222858014801245,0.0
109373,-0.11599999999999966,-0.057109941252765695,0.0
109374,-0.11589999999999989,-0.05706569008926528,0.0
109375,-0.11580000000000013,-0.057039749752040896,0.0
109376,-0.11570000000000036,-0.05704280155642023,0.0
109377,-0.11559999999999881,-0.05677271686884871,0.0
109378,-0.11549999999999905,-0.05664759288929579,0.0
109379,-0.11539999999999928,-0.056737621118486306,0.0
109380,-0.11529999999999951,-0.05672236209658961,0.0
109381,-0.11519999999999975,-0.0569741359578851,0.0
109382,-0.11509999999999998,-0.05692378118562601,0.0
109383,-0.11500000000000021,-0.05707637140459297,0.0
109384,-0.11490000000000045,-0.057137407492179756,0.0
109385,-0.1147999999999989,-0.056910048065918976,0.0
109386,-0.11469999999999914,-0.05710688944838636,0.0
109387,-0.11459999999999937,-0.05701380941481651,0.0
109388,-0.1144999999999996,-0.05690699626153964,0.0
109389,-0.11439999999999984,-0.05698176546883345,0.0
109390,-0.11430000000000007,-0.05700465400167849,0.0
109391,-0.1142000000000003,-0.05685969329365988,0.0
109392,-0.11409999999999876,-0.056723887998779275,0.0
109393,-0.11399999999999899,-0.05684748607614252,0.0
109394,-0.11389999999999922,-0.0568230716411078,0.0
109395,-0.11379999999999946,-0.05661860074769207,0.0
109396,-0.11369999999999969,-0.05688563363088426,0.0
109397,-0.11359999999999992,-0.0567177843900206,0.0
109398,-0.11350000000000016,-0.05641718165865568,0.0
109399,-0.11340000000000039,-0.05677729457541771,0.0
109400,-0.11329999999999885,-0.05655756466010529,0.0
109401,-0.11319999999999908,-0.05642023346303502,0.0
109402,-0.11309999999999931,-0.05648737315938049,0.0
109403,-0.11299999999999955,-0.05632715342946517,0.0
109404,-0.11289999999999978,-0.05628137636377509,0.0
109405,-0.11280000000000001,-0.056289005874723436,0.0
109406,-0.11270000000000024,-0.056514839398794536,0.0
109407,-0.11260000000000048,-0.056656748302433814,0.0
109408,-0.11249999999999893,-0.05641412985427634,0.0
109409,-0.11239999999999917,-0.05668574044403754,0.0
109410,-0.1122999999999994,-0.05634851606012055,0.0
109411,-0.11219999999999963,-0.05619287403677425,0.0
109412,-0.11209999999999987,-0.056430914778362706,0.0
109413,-0.1120000000000001,-0.05621576256961929,0.0
109414,-0.11190000000000033,-0.056313420309758146,0.0
109415,-0.11179999999999879,-0.056270695048447394,0.0
109416,-0.11169999999999902,-0.05645380331120775,0.0
109417,-0.11159999999999926,-0.05646295872434577,0.0
109418,-0.11149999999999949,-0.056438544289311054,0.0
109419,-0.11139999999999972,-0.056481269550621806,0.0
109420,-0.11129999999999995,-0.05630121309224079,0.0
109421,-0.11120000000000019,-0.056246280613412684,0.0
109422,-0.11110000000000042,-0.05632257572289616,0.0
109423,-0.11099999999999888,-0.05637445639734493,0.0
109424,-0.11089999999999911,-0.056229495689326316,0.0
109425,-0.11079999999999934,-0.056296635385671784,0.0
109426,-0.11069999999999958,-0.05642175936522469,0.0
109427,-0.11059999999999981,-0.05642175936522469,0.0
109428,-0.11050000000000004,-0.056342412451361866,0.0
109429,-0.11040000000000028,-0.056346990157930876,0.0
109430,-0.11029999999999873,-0.056295109483482104,0.0
109431,-0.11019999999999897,-0.056253910124361026,0.0
109432,-0.1100999999999992,-0.05648737315938048,0.0
109433,-0.10999999999999943,-0.0564461738002594,0.0
109434,-0.10989999999999966,-0.05621576256961929,0.0
109435,-0.1097999999999999,-0.056221866178377974,0.0
109436,-0.10970000000000013,-0.05621881437399863,0.0
109437,-0.10960000000000036,-0.05626459143968872,0.0
109438,-0.10949999999999882,-0.056234073395895326,0.0
109439,-0.10939999999999905,-0.05636987869077593,0.0
109440,-0.10929999999999929,-0.056351567864499894,0.0
109441,-0.10919999999999952,-0.05618677042801557,0.0
109442,-0.10909999999999975,-0.05666895551995117,0.0
109443,-0.10899999999999999,-0.056502632181277185,0.0
109444,-0.10890000000000022,-0.05643396658274205,0.0
109445,-0.10880000000000045,-0.05653620202944991,0.0
109446,-0.10869999999999891,-0.055962462806134136,0.0
109447,-0.10859999999999914,-0.055822079804684524,0.0
109448,-0.10849999999999937,-0.05571374074921798,0.0
109449,-0.10839999999999961,-0.05588616769665065,0.0
109450,-0.10829999999999984,-0.055931944762340736,0.0
109451,-0.10820000000000007,-0.055953307392996116,0.0
109452,-0.10810000000000031,-0.056032654306858935,0.0
109453,-0.10799999999999876,-0.05599603265430687,0.0
109454,-0.107899999999999,-0.055793087663080804,0.0
109455,-0.10779999999999923,-0.05563286793316549,0.0
109456,-0.10769999999999946,-0.055718318455786994,0.0
109457,-0.1075999999999997,-0.05569848172732129,0.0
109458,-0.10749999999999993,-0.05578850995651179,0.0
109459,-0.10740000000000016,-0.055973144121461815,0.0
109460,-0.1073000000000004,-0.05580987258716716,0.0
109461,-0.10719999999999885,-0.05589990081635768,0.0
109462,-0.10709999999999908,-0.05583123521782254,0.0
109463,-0.10699999999999932,-0.05581597619592584,0.0
109464,-0.10689999999999955,-0.05588769359884032,0.0
109465,-0.10679999999999978,-0.055654230563820864,0.0
109466,-0.10670000000000002,-0.05584496833752957,0.0
109467,-0.10660000000000025,-0.05580529488059816,0.0
109468,-0.10650000000000048,-0.05559014267185474,0.0
109469,-0.10639999999999894,-0.055608453498130775,0.0
109470,-0.10629999999999917,-0.0555870908674754,0.0
109471,-0.1061999999999994,-0.05555657282368201,0.0
109472,-0.10609999999999964,-0.05582970931563287,0.0
109473,-0.10599999999999987,-0.05590447852292669,0.0
109474,-0.1059000000000001,-0.05583123521782254,0.0
109475,-0.10580000000000034,-0.05562676432440681,0.0
109476,-0.1056999999999988,-0.0554711223010605,0.0
109477,-0.10559999999999903,-0.05548485542076753,0.0
109478,-0.10549999999999926,-0.055310902571145196,0.0
109479,-0.1053999999999995,-0.055626764324406816,0.0
109480,-0.10529999999999973,-0.055910582131685364,0.0
109481,-0.10519999999999996,-0.055831235217822545,0.0
109482,-0.1051000000000002,-0.055986877241168846,0.0
109483,-0.10500000000000043,-0.0559288929579614,0.0
109484,-0.10489999999999888,-0.05557640955214771,0.0
109485,-0.10479999999999912,-0.05549401083390555,0.0
109486,-0.10469999999999935,-0.05562066071564813,0.0
109487,-0.10459999999999958,-0.055663385976958885,0.0
109488,-0.10449999999999982,-0.055628290226596475,0.0
109489,-0.10440000000000005,-0.05587701228351263,0.0
109490,-0.10430000000000028,-0.05580682078278783,0.0
109491,-0.10419999999999874,-0.055626764324406816,0.0
109492,-0.10409999999999897,-0.05575341420614939,0.0
109493,-0.1039999999999992,-0.05565270466163119,0.0
109494,-0.10389999999999944,-0.05541771572442207,0.0
109495,-0.10379999999999967,-0.05547570000762951,0.0
109496,-0.1036999999999999,-0.05558251316090639,0.0
109497,-0.10360000000000014,-0.05565575646601053,0.0
109498,-0.10350000000000037,-0.05573662928206302,0.0
109499,-0.10339999999999883,-0.055683222705424584,0.0
109500,-0.10329999999999906,-0.05563286793316549,0.0
109501,-0.10319999999999929,-0.05541771572442207,0.0
109502,-0.10309999999999953,-0.05552758068207829,0.0
109503,-0.10299999999999976,-0.055545891508354324,0.0
109504,-0.10289999999999999,-0.05540550850690471,0.0
109505,-0.10280000000000022,-0.055272755016403455,0.0
109506,-0.10270000000000046,-0.05530327306019685,0.0
109507,-0.10259999999999891,-0.05519951171129931,0.0
109508,-0.10249999999999915,-0.0550743877317464,0.0
109509,-0.10239999999999938,-0.05510795757991914,0.0
109510,-0.10229999999999961,-0.055152208743419556,0.0
109511,-0.10219999999999985,-0.05503929198138399,0.0
109512,-0.10210000000000008,-0.05497672999160755,0.0
109513,-0.10200000000000031,-0.0549889372091249,0.0
109514,-0.10189999999999877,-0.05478751812008851,0.0
109515,-0.101799999999999,-0.05508201724269475,0.0
109516,-0.10169999999999924,-0.05521171892881667,0.0
109517,-0.10159999999999947,-0.055199511711299304,0.0
109518,-0.1014999999999997,-0.055133897917143515,0.0
109519,-0.10139999999999993,-0.05509727626459145,0.0
109520,-0.10130000000000017,-0.05492484931715878,0.0
109521,-0.1012000000000004,-0.05484397650110629,0.0
109522,-0.10109999999999886,-0.05519340810254064,0.0
109523,-0.10099999999999909,-0.05485618371862364,0.0
109524,-0.10089999999999932,-0.05501792935072862,0.0
109525,-0.10079999999999956,-0.054895857175555056,0.0
109526,-0.10069999999999979,-0.05493095292591745,0.0
109527,-0.10060000000000002,-0.05515678644998856,0.0
109528,-0.10050000000000026,-0.054932478828107124,0.0
109529,-0.10039999999999871,-0.055054551003280695,0.0
109530,-0.10029999999999895,-0.054819562066071574,0.0
109531,-0.10019999999999918,-0.05462424658579386,0.0
109532,-0.10009999999999941,-0.054757000076295116,0.0
109533,-0.09999999999999964,-0.05482566567483025,0.0
109534,-0.09989999999999988,-0.054949263752193486,0.0
109535,-0.09980000000000011,-0.05492484931715878,0.0
109536,-0.09970000000000034,-0.05505149919890136,0.0
109537,-0.0995999999999988,-0.05503471427481499,0.0
109538,-0.09949999999999903,-0.05493553063248646,0.0
109539,-0.09939999999999927,-0.05496452277409018,0.0
109540,-0.0992999999999995,-0.05485465781643397,0.0
109541,-0.09919999999999973,-0.0547478446631571,0.0
109542,-0.09909999999999997,-0.054610513466086835,0.0
109543,-0.0990000000000002,-0.05477531090257116,0.0
109544,-0.09890000000000043,-0.054862287327382325,0.0
109545,-0.09879999999999889,-0.054732585641260406,0.0
109546,-0.09869999999999912,-0.05486076142519265,0.0
109547,-0.09859999999999935,-0.05485160601205463,0.0
109548,-0.09849999999999959,-0.05459525444419013,0.0
109549,-0.09839999999999982,-0.054714274814984365,0.0
109550,-0.09830000000000005,-0.054905012588693076,0.0
109551,-0.09820000000000029,-0.0547631036850538,0.0
109552,-0.09809999999999874,-0.054848554207675294,0.0
109553,-0.09799999999999898,-0.05485008010986496,0.0
109554,-0.09789999999999921,-0.05463645380331122,0.0
109555,-0.09779999999999944,-0.054503700312809954,0.0
109556,-0.09769999999999968,-0.054404516670481434,0.0
109557,-0.09759999999999991,-0.05446860456244756,0.0
109558,-0.09750000000000014,-0.0544411383230335,0.0
109559,-0.09740000000000038,-0.05445792324711987,0.0
109560,-0.09729999999999883,-0.054665445944914945,0.0
109561,-0.09719999999999906,-0.05442282749675747,0.0
109562,-0.0970999999999993,-0.05433737697413597,0.0
109563,-0.09699999999999953,-0.05456931410696575,0.0
109564,-0.09689999999999976,-0.05449759670405128,0.0
109565,-0.0968,-0.05443656061646449,0.0
109566,-0.09670000000000023,-0.054621194781414514,0.0
109567,-0.09660000000000046,-0.054500648508430616,0.0
109568,-0.09649999999999892,-0.05445487144274053,0.0
109569,-0.09639999999999915,-0.05459525444419014,0.0
109570,-0.09629999999999939,-0.05439841306172276,0.0
109571,-0.09619999999999962,-0.054311436636911584,0.0
109572,-0.09609999999999985,-0.054210727092393385,0.0
109573,-0.09600000000000009,-0.054383154039826055,0.0
