Time (s),Voltage (V),Current (pA/pF)
0.0,-0.03926756694895857,-0.0
9.999999999976694e-05,-0.03877317463950561,-0.0
0.00020000000000131024,-0.039316395819027995,-0.0
0.0003000000000010772,-0.0392858777752346,-0.0
0.0004000000000008441,-0.03898680094605936,-0.0
0.0005000000000006111,-0.03881589990081635,-0.0
0.000600000000000378,-0.03858396276798657,-0.0
0.000700000000000145,-0.04001220721751735,-0.0
0.0007999999999999119,-0.03898680094605936,-0.0
0.0008999999999996788,-0.03878538185702296,-0.0
0.0010000000000012221,-0.03938353551537346,-0.0
0.001100000000000989,-0.03907225146868085,-0.0
0.001200000000000756,-0.03894407568474861,-0.0
0.001300000000000523,-0.03976806286717021,-0.0
0.00140000000000029,-0.038443579766536964,-0.0
0.0015000000000000568,-0.03889524681467918,-0.0
0.0015999999999998238,-0.03895017929350728,-0.0
0.001700000000001367,-0.03890745403219653,-0.0
0.001800000000001134,-0.03953612573434043,-0.0
0.001900000000000901,-0.039145494773785,-0.0
0.002000000000000668,-0.039359121080338746,-0.0
0.002100000000000435,-0.039493400473029676,-0.0
0.002200000000000202,-0.0383764400701915,-0.0
0.0022999999999999687,-0.0399694819562066,-0.0
0.0023999999999997357,-0.039786373693446245,-0.0
0.002500000000001279,-0.03866941329060807,-0.0
0.002600000000001046,-0.03868162050812543,-0.0
0.002700000000000813,-0.03927977416647593,-0.0
0.00280000000000058,-0.03979247730220492,-0.0
0.0029000000000003467,-0.038937972075989924,-0.0
0.0030000000000001137,-0.03866330968184939,-0.0
0.0030999999999998806,-0.039627679865720605,-0.0
0.0031999999999996476,-0.03890745403219653,-0.0
0.003300000000001191,-0.04001831082627603,-0.0
0.003400000000000958,-0.03961547264820325,-0.0
0.0035000000000007248,-0.03969481956206607,-0.0
0.0036000000000004917,-0.03832761120012207,-0.0
0.0037000000000002586,-0.03899900816357671,-0.0
0.0038000000000000256,-0.0394567788204776,-0.0
0.0038999999999997925,-0.03866330968184939,-0.0
0.004000000000001336,-0.03861448081177996,-0.0
0.004100000000001103,-0.03962157625696192,-0.0
0.00420000000000087,-0.03854123750667582,-0.0
0.004300000000000637,-0.03978027008468757,-0.0
0.004400000000000404,-0.03894407568474861,-0.0
0.0045000000000001705,-0.03888303959716182,-0.0
0.0045999999999999375,-0.03895017929350728,-0.0
0.004699999999999704,-0.03981078812848096,-0.0
0.004800000000001248,-0.03868162050812543,-0.0
0.004900000000001015,-0.03909666590371557,-0.0
0.005000000000000782,-0.03907225146868085,-0.0
0.0051000000000005485,-0.0398840314335851,-0.0
0.0052000000000003155,-0.03884031433585107,-0.0
0.005300000000000082,-0.03948119325551232,-0.0
0.005399999999999849,-0.039774166475928886,-0.0
0.005499999999999616,-0.03957885099565117,-0.0
0.00560000000000116,-0.03913939116502632,-0.0
0.0057000000000009265,-0.0399694819562066,-0.0
0.0058000000000006935,-0.03873044937819486,-0.0
0.00590000000000046,-0.038657206073090714,-0.0
0.006000000000000227,-0.039316395819027995,-0.0
0.006099999999999994,-0.03985961699855039,-0.0
0.006199999999999761,-0.038901350423437855,-0.0
0.0063000000000013046,-0.03997558556496528,-0.0
0.0064000000000010715,-0.03922484168764782,-0.0
0.0065000000000008384,-0.039328603036545354,-0.0
0.006600000000000605,-0.03887693598840314,-0.0
0.006700000000000372,-0.039987792782482635,-0.0
0.006800000000000139,-0.03879148546578164,-0.0
0.006899999999999906,-0.03866330968184939,-0.0
0.006999999999999673,-0.03913939116502632,-0.0
0.0071000000000012164,-0.04065308613717862,-0.0
0.007200000000000983,-0.03865110246433204,-0.0
0.00730000000000075,-0.03912718394750896,-0.0
0.007400000000000517,-0.03967040512703135,-0.0
0.007500000000000284,-0.03956054016937514,-0.0
0.007600000000000051,-0.038822003509575036,-0.0
0.007699999999999818,-0.0397131303883421,-0.0
0.007800000000001361,-0.03848020141908903,-0.0
0.007900000000001128,-0.03967650873579003,-0.0
0.008000000000000895,-0.039078355077439536,-0.0
0.008100000000000662,-0.039627679865720605,-0.0
0.00820000000000043,-0.038822003509575036,-0.0
0.008300000000000196,-0.03969481956206607,-0.0
0.008399999999999963,-0.039627679865720605,-0.0
0.00849999999999973,-0.03934691386282139,-0.0
0.008600000000001273,-0.03892576485847257,-0.0
0.00870000000000104,-0.04018310826276035,-0.0
0.008800000000000807,-0.039157701991302356,-0.0
0.008900000000000574,-0.03922484168764782,-0.0
0.009000000000000341,-0.03976806286717021,-0.0
0.009100000000000108,-0.04015869382772563,-0.0
0.009199999999999875,-0.038779278248264284,-0.0
0.009299999999999642,-0.03989623865110246,-0.0
0.009400000000001185,-0.03908445868619821,-0.0
0.009500000000000952,-0.039945067521171884,-0.0
0.009600000000000719,-0.04014648661020828,-0.0
0.009700000000000486,-0.04003662165255206,-0.0
0.009800000000000253,-0.04011596856641489,-0.0
0.00990000000000002,-0.03948119325551232,-0.0
0.009999999999999787,-0.04000610360875867,-0.0
0.01010000000000133,-0.039731441214618135,-0.0
0.010200000000001097,-0.03926756694895857,-0.0
0.010300000000000864,-0.03959716182192721,-0.0
0.010400000000000631,-0.04014648661020828,-0.0
0.010500000000000398,-0.038767071030746926,-0.0
0.010600000000000165,-0.03826047150377661,-0.0
0.010699999999999932,-0.03975585564965285,-0.0
0.010799999999999699,-0.039731441214618135,-0.0
0.010900000000001242,-0.038657206073090714,-0.0
0.011000000000001009,-0.039493400473029676,-0.0
0.011100000000000776,-0.03912108033875028,-0.0
0.011200000000000543,-0.03948119325551232,-0.0
0.01130000000000031,-0.03887693598840314,-0.0
0.011400000000000077,-0.03874876020447089,-0.0
0.011499999999999844,-0.040244144350347136,-0.0
0.01159999999999961,-0.039359121080338746,-0.0
0.011700000000001154,-0.03909056229495689,-0.0
0.01180000000000092,-0.03935301747158007,-0.0
0.011900000000000688,-0.039517814908064386,-0.0
0.012000000000000455,-0.03949950408178835,-0.0
